Model,Asset,C-Index Type,Quantile,Trade Count,Avg Return,Win Rate,Sharpe,Sharpe_annualized,Annual Trades,Max Drawdown,Note
gbm,GLD,C_tau_ties5,0.5,6,0.38282441555654856,83.33333333333334,0.2381332213091855,0.9259677953888426,15.120000000000001,-2.823439606845568,
gbm,GLD,No Filter,,10,0.12224418057165565,60.0,0.0882498024211558,0.44301049221186684,25.200000000000003,-2.823439606845568,
gbm,SPY,C_Mallows_full,0.2,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_Mallows_full,0.3,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_Mallows_full,0.4,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_Mallows_full,0.5,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_RBO_full,0.2,29,0.27088363732823567,55.172413793103445,0.11784300897925575,1.0800490175376003,84.0,-8.102071803655786,
gbm,SPY,C_RBO_full,0.3,27,0.2194327919665237,51.85185185185185,0.09232283603539618,0.8164538910393825,78.20689655172414,-8.102071803655786,
gbm,SPY,C_RBO_full,0.4,22,-0.02568240234125486,54.54545454545454,-0.01807177614468066,-0.14426229032771426,63.724137931034484,-6.205394739857084,
gbm,SPY,C_RBO_full,0.5,19,0.10807352522809235,57.89473684210527,0.07815997683453899,0.5798315819129328,55.03448275862069,-3.809266681325596,
gbm,SPY,C_tau_full,0.2,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_full,0.3,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_full,0.4,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_full,0.5,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties10,0.2,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties10,0.3,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties10,0.4,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties10,0.5,19,0.05915051166415278,57.89473684210527,0.04135916433055144,0.3068239097760735,55.03448275862069,-4.516522166730574,
gbm,SPY,C_tau_ties3,0.2,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties3,0.3,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties3,0.4,24,0.1632062334694706,50.0,0.0664267362750135,0.5538461993959494,69.51724137931035,-6.8534108894843015,
gbm,SPY,C_tau_ties3,0.5,24,0.1632062334694706,50.0,0.0664267362750135,0.5538461993959494,69.51724137931035,-6.8534108894843015,
gbm,SPY,C_tau_ties5,0.2,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties5,0.3,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
gbm,SPY,C_tau_ties5,0.4,38,0.20459054769517968,55.26315789473685,0.09957371155448858,1.0446652245888828,110.06896551724138,-8.338409116488243,
